MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,FpDensityMorgan1,AvgIpc,BalabanJ,Ipc,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NHOHCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedHeterocycles,NumSaturatedRings,MolLogP,Value
12.893238,0.02186903,-0.63774174,0.26835412,13.69697,441.447,0.93939394,3.5181532,1.6324449,56496948.0,9.134199,0.0,0.0,0.0,17.501745,0.0,25.020182,4.9839787,0.0,0.0,30.331835,18.553556,54.212788,27.96029,14.512385,39.55088,0.0,19.434967,0.0,19.510334,0.0,94.69001,0.0,5.3167887,5.6873865,0.0,0.0,30.855848,22.678587,10.114318,0.0,22.049133,112.06,16.73767,0.0,22.397047,12.108208,23.868504,18.1991,18.59053,45.793354,10.300767,0.0,4.034276,40.758884,14.721389,1.5635284,-1.198418,8.070664,1.4656008,0.0,0.125,1.0,0.0,1.0,2.0,4.0,0.0,0.0,3.4035,4.45
13.131689,0.024971712,-1.0386966,0.32138386,14.527778,508.6,1.0833334,3.2823226,1.3974484,135239090.0,25.746542,0.0,5.1315584,0.0,0.0,17.969725,0.0,19.36759,0.0,11.336786,25.122839,55.157753,36.116707,16.820831,24.596666,40.125454,0.0,9.883888,0.0,45.193623,17.178333,75.792366,0.0,10.633577,15.6134815,0.0,11.336786,50.653267,19.3864,0.0,0.0,0.0,131.86,11.938611,0.0,23.199858,25.197721,40.52855,12.132734,47.73499,11.823647,10.633577,10.090506,0.0,43.11985,25.242178,2.8448126,-1.9866225,3.0928302,3.1602204,0.0,0.30769232,4.0,1.0,0.0,1.0,3.0,0.0,0.0,4.953,4.94
11.463378,0.2382839,-3.232266,0.75948465,11.25,345.38,1.0,3.0329585,1.7701006,347601.3,14.470802,5.7495117,9.837254,5.8907237,0.0,6.014659,0.0,8.417797,0.0,5.098682,5.098682,48.530937,17.506607,12.005281,17.571812,21.539299,0.0,10.197364,0.0,4.8954835,18.682356,48.530937,17.203688,10.053652,11.702045,5.7495117,0.0,31.980728,9.837254,0.0,0.0,11.454175,94.32,9.837254,0.0,10.910142,11.454175,17.692667,12.132734,19.24253,24.265469,15.514153,9.154014,33.561264,0.2382839,10.868506,1.4130604,1.0451825,1.1583171,0.0,-1.6332884,0.125,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.8923,6.5
12.288321,0.15172905,-0.18102749,0.6431295,25.192308,370.478,1.3076923,3.157795,1.521734,1451385.8,10.053652,5.697039,0.0,5.9595547,5.90718,0.0,10.111326,9.976383,0.0,11.336786,25.328833,36.61385,7.1097975,27.872967,9.5314,39.496162,0.0,15.617556,4.992405,44.249916,7.1097975,34.97013,0.0,10.633577,0.0,0.0,11.336786,36.10632,9.5314,0.0,0.0,16.29264,75.61,0.0,0.0,18.052986,11.656594,35.042538,12.841643,18.446583,29.78566,20.60996,4.736863,6.7256193,21.027657,6.2098546,4.153855,0.34125802,7.586885,0.0,1.7506084,0.42105263,2.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0603,5.26
9.433207,0.28227225,0.28227225,0.7635554,14.8,265.316,1.1,3.2133067,1.8957834,110537.75,10.090506,11.266212,5.647177,0.0,0.0,0.0,4.9839787,4.9839787,0.0,0.0,0.0,55.00929,17.957138,5.693928,5.1065273,11.1638775,0.0,14.951936,5.9179063,19.262465,0.0,42.222607,17.006891,0.0,0.0,5.7495117,0.0,20.058462,6.4208217,5.9179063,0.0,22.421257,61.8,0.0,0.0,5.7495117,0.0,34.759987,18.405094,24.52642,12.132734,14.951936,0.0,0.0,12.226243,9.433207,5.2142034,1.0664122,7.1173825,0.0,0.0,0.25,2.0,1.0,0.0,2.0,3.0,0.0,1.0,3.283,5.52
12.200764,0.025011225,-0.61284155,0.5063956,13.96,339.307,1.24,2.9033418,1.9519702,514286.34,10.053652,0.0,0.0,0.0,11.594566,6.0932403,20.225643,4.794537,0.0,0.0,0.0,41.971306,34.644062,12.033109,19.249249,40.711704,0.0,0.0,0.0,0.0,17.743374,63.70579,0.0,10.633577,21.856695,0.0,0.0,24.03353,9.5314,10.114318,0.0,11.649125,110.57,11.016551,0.0,11.594566,28.07478,0.0,19.24253,36.407856,0.0,15.3704405,0.0,4.54538,33.737724,15.97465,2.7479813,-0.28836033,1.0189189,0.0,1.2576435,0.05882353,2.0,0.0,1.0,0.0,2.0,0.0,0.0,3.2658,6.46
13.080631,0.28791052,-0.5057903,0.81776345,17.416666,346.431,1.4166666,3.1249876,1.7716084,368048.53,5.3167887,12.371631,0.0,5.9595547,5.90718,0.0,10.111326,14.366798,0.0,11.336786,19.913841,36.110935,0.0,21.769001,9.184952,39.496162,0.0,15.617556,10.910311,26.310137,6.674591,34.97013,0.0,10.633577,4.390415,0.0,11.336786,29.567144,4.794537,5.9179063,0.0,16.29264,66.38,6.674591,0.0,11.94902,23.995321,15.780072,0.0,22.923346,32.046577,20.60996,0.0,14.135733,20.541136,5.612576,3.9107144,0.38386554,2.3914235,3.550334,0.0,0.3529412,2.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0968,5.2
11.723157,0.03555598,-0.03555598,0.6742838,10.913043,348.233,1.1304348,2.8857925,1.9565058,205690.62,5.3167887,0.0,5.817863,5.90718,0.0,0.0,9.893219,0.0,5.098682,0.0,36.191982,47.87956,21.852312,5.5167007,4.794537,45.829845,0.0,10.197364,0.0,19.76538,5.3167887,46.44347,11.126903,5.3167887,5.817863,0.0,23.20188,16.104544,4.794537,0.0,10.045266,22.029827,57.78,0.0,0.0,5.90718,22.28395,28.45065,0.0,6.066367,37.255573,15.514153,23.20188,0.0,11.723157,11.984857,2.7342126,0.5145611,1.2790805,1.9629295,0.0,0.1764706,2.0,0.0,0.0,1.0,3.0,0.0,0.0,5.2753,5.27
5.945267,0.37141487,0.37141487,0.75038964,11.368421,271.751,1.0526316,2.7844474,2.2768962,34282.117,4.9839787,5.5167007,5.647177,0.0,0.0,0.0,4.9839787,4.9839787,0.0,0.0,37.58115,23.614092,22.979773,5.693928,0.0,22.764818,0.0,14.951936,0.0,19.76538,0.0,47.24524,11.25738,0.0,0.0,0.0,11.60094,14.951936,0.0,0.0,5.022633,22.421257,41.57,0.0,0.0,0.0,5.9179063,27.443892,5.5634513,12.393687,24.265469,28.79941,11.60094,0.0,12.154744,0.7381556,5.1572123,0.37141487,3.432814,4.326809,0.0,0.2,1.0,0.0,0.0,2.0,3.0,0.0,0.0,4.4017,6.12
13.120394,0.29049125,-0.43660957,0.47740012,17.424242,438.491,0.8181818,3.3789673,1.6032,73695460.0,14.783798,0.0,0.0,5.9483395,11.81436,0.0,14.905863,9.9679575,0.0,0.0,36.3982,19.180407,54.22847,22.356838,9.589074,50.714756,0.0,25.168634,0.0,0.0,38.126606,65.98516,0.0,10.216699,5.9483395,0.0,0.0,64.8929,9.589074,0.0,0.0,32.95206,94.22,11.81436,0.0,0.0,28.351929,47.984875,0.0,6.1968436,48.530937,27.148258,9.9679575,0.0,43.391445,4.1164885,3.4461434,-0.271499,1.7806965,3.4197185,2.0940294,0.2,2.0,0.0,2.0,2.0,4.0,1.0,1.0,2.4301,6.06
12.805803,0.086544126,-0.3258038,0.12005682,11.826087,742.659,1.0434783,3.6630378,1.2299734,9170731000.0,24.89412,17.192951,17.847815,5.90718,5.90718,0.0,14.270877,4.9839787,0.0,5.098682,58.888542,81.15195,25.073786,23.42158,23.849615,34.40523,0.0,30.611425,0.0,84.72438,13.654554,74.57071,22.822723,15.3704405,0.0,11.499023,22.59087,50.553288,35.134853,3.5701823,0.0,11.323699,144.4,0.0,0.0,34.883026,49.555664,31.5735,6.3936396,17.988443,30.331835,90.06292,9.154014,13.402513,29.607225,25.07089,3.9475746,1.0592297,4.542934,13.671438,1.6060435,0.44117647,3.0,0.0,0.0,2.0,4.0,0.0,0.0,5.916,9.09
13.128328,0.0377556,-4.4643917,0.6143183,13.928572,384.357,1.1428572,2.903559,1.9387978,1952878.6,10.300767,0.0,5.783245,5.90718,0.0,6.1762986,9.589074,0.0,13.171246,0.0,12.142387,54.458496,16.466377,23.365587,22.760319,34.356754,0.0,4.9839787,0.0,19.520857,5.3167887,59.164577,11.25738,5.3167887,18.858631,0.0,0.0,16.674404,22.186195,0.0,0.0,28.236324,61.96,11.73975,0.0,18.111246,33.41114,17.696186,19.066124,24.275122,0.0,10.300767,0.0,39.384987,26.669718,3.1575692,2.8539548,-0.403179,-1.4206513,1.4386936,0.0,0.14285715,2.0,0.0,1.0,1.0,3.0,0.0,0.0,4.9505,5.85
12.297303,0.2614135,-0.5520673,0.5995342,22.777779,376.441,1.2592592,3.3388548,1.4082845,3325953.5,10.423316,5.697039,0.0,5.9595547,5.90718,0.0,10.111326,9.976383,0.0,11.336786,30.331835,34.89911,6.4208217,27.872967,9.901065,39.496162,0.0,15.617556,4.992405,18.56663,0.0,70.3625,0.0,10.633577,0.0,0.0,11.336786,28.061207,11.215359,0.0,0.0,16.29264,86.61,6.103966,0.0,11.94902,18.077415,26.906975,0.0,22.923346,42.46457,20.60996,0.0,1.065526,20.941706,16.288431,6.1236544,0.105134085,1.7900186,0.0,0.0,0.15,3.0,1.0,1.0,1.0,3.0,0.0,0.0,2.3709,6.37
12.000971,0.040995844,0.040995844,0.63764125,13.842105,333.21,1.2631578,2.9196732,2.104598,45993.613,10.300767,0.0,0.0,5.90718,0.0,0.0,4.794537,0.0,0.0,11.336786,15.929944,35.208984,15.375645,22.679283,4.794537,49.76422,0.0,4.9839787,0.0,6.4208217,5.3167887,39.6817,10.571075,5.3167887,5.6873865,0.0,27.26673,10.891158,11.215359,0.0,0.0,21.474,44.89,0.0,0.0,5.90718,6.4208217,37.197556,0.0,11.336786,23.579165,32.297077,0.0,1.0257946,16.549232,6.067784,4.118585,0.040995844,0.4099074,0.0,0.0,0.071428575,2.0,0.0,1.0,2.0,3.0,0.0,0.0,4.1535,6.92
13.053799,0.33724055,-0.3976837,0.45240432,17.294117,455.518,0.9411765,3.525992,1.4174504,142350370.0,13.871062,5.697039,0.0,0.0,11.81436,0.0,24.789751,0.0,0.0,0.0,18.1991,30.68629,61.23593,29.82027,14.325937,45.02083,0.0,24.334877,0.0,12.965578,32.848034,66.61855,0.0,5.3167887,0.0,0.0,0.0,63.68048,20.870693,0.0,0.0,33.20647,81.39,5.90718,0.0,5.90718,11.2701435,73.31339,0.0,16.960787,42.595047,25.834143,4.736863,9.407089,32.78775,3.466699,4.1142697,-0.7708688,6.517422,5.3464317,0.0,0.26923078,1.0,0.0,2.0,3.0,4.0,1.0,1.0,2.738,5.75
